127.0.0.1 - - [24/Apr/2020:10:52:50 +0900] "GET / HTTP/1.1" 404 750
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:18:58 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:18:58 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1415
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:18:58 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:18:58 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:02 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:29 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:29 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1431
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:30 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:30 +0900] "GET /bigdata/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:30 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:30 +0900] "GET /bigdata/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1431
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1431
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:31 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:34 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:19:34 +0900] "GET /bigdata/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:01 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:01 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:07 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:07 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:07 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:07 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:08 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:08 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:08 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:08 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:08 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:09 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:11 +0900] "GET /bigdata/login/login.jsp HTTP/1.1" 200 2143
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:11 +0900] "GET /bigdata/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:12 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:12 +0900] "GET /bigdata/css/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:42 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:43 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:43 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:20:43 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:02 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5142
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:02 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:03 +0900] "GET /bigdata/board/write.jsp HTTP/1.1" 200 2457
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:07 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2777
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:07 +0900] "GET /bigdata/css/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:10 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:27 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:27 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:29 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:29 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2068
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:29 +0900] "GET /bigdata/js/board.js HTTP/1.1" 200 1399
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:29 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:29 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:41 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:21:42 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2071
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:15 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:15 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2011
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:16 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:16 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:22 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:22 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:23 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:23 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:30 +0900] "GET /bigdata/board/reply.jsp HTTP/1.1" 200 2454
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:30 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:34 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:34 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:22:36 +0900] "GET /bigdata/board/update.jsp HTTP/1.1" 500 2535
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:23:54 +0900] "GET /bigdata/board/reply.jsp HTTP/1.1" 200 2454
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:23:54 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:23:56 +0900] "GET /bigdata/board/update.jsp HTTP/1.1" 500 2535
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:24:17 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:24:17 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:24:17 +0900] "GET /bigdata/board/update.jsp HTTP/1.1" 200 2553
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:45 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2543
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:45 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2011
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:45 +0900] "GET /bigdata/js/board.js HTTP/1.1" 200 1399
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:45 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:45 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:47 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5274
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:50 +0900] "GET /bigdata/login/login.jsp HTTP/1.1" 200 2143
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:50 +0900] "GET /bigdata/css/login.css HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:54 +0900] "POST /bigdata/login/login_form.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:54 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:54 +0900] "GET /bigdata/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:57 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:57 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:57 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:57 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:59 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:59 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:59 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:25:59 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:01 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:01 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:01 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:01 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:02 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:02 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:02 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:02 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:06 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:07 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:07 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:07 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:26:07 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5141
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:16 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:16 +0900] "GET /bigdata/css/common.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:17 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:17 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:17 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:18 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:18 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:18 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5154
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:19 +0900] "GET /bigdata/css/common.css HTTP/1.1" 200 1388
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:20 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:20 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:26 +0900] "GET /bigdata/logout_form.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:26 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5155
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:27 +0900] "GET /bigdata/join/join.jsp HTTP/1.1" 200 2790
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:27 +0900] "GET /bigdata/css/join.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:31 +0900] "GET /bigdata/login/login.jsp HTTP/1.1" 200 2156
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:31 +0900] "GET /bigdata/css/login.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:51 +0900] "GET /bigdata/login/login.jsp HTTP/1.1" 200 2156
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:51 +0900] "GET /bigdata/css/login.css HTTP/1.1" 200 1504
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:51 +0900] "GET /bigdata/js/login.js HTTP/1.1" 200 484
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:51 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:30:51 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:09 +0900] "GET /bigdata/index.jsp HTTP/1.1" 200 5155
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:10 +0900] "GET /bigdata/board/write.jsp HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:10 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:26 +0900] "GET /bigdata/board/write.jsp HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:28 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5287
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:31:29 +0900] "GET /bigdata/board/write.html HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:04 +0900] "GET /bigdata/board/write.html HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:07 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:07 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2011
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:07 +0900] "GET /bigdata/js/board.js HTTP/1.1" 200 1399
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:07 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:07 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:08 +0900] "GET /bigdata/board/write.jsp HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:10 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:11 +0900] "GET /bigdata/board/write.jsp HTTP/1.1" 200 2470
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:16 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:19 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2556
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:20 +0900] "GET /bigdata/board/update.jsp HTTP/1.1" 200 2566
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:26 +0900] "GET /bigdata/board/reply.jsp HTTP/1.1" 200 2467
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:27 +0900] "GET /bigdata/board/delete.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:29 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:31 +0900] "GET /bigdata/board/delete.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:32:37 +0900] "GET /bigdata/board/list.jsp HTTP/1.1" 200 5301
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:34:11 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:37:36 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2556
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:37:36 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2017
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:37:37 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2556
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:37:38 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:41:22 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:41:22 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:14 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:14 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2036
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:34 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:34 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:34 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:35 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:36 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:36 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:37 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:37 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2036
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:38 +0900] "GET /bigdata/js/board.js HTTP/1.1" 200 1399
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:38 +0900] "GET /bigdata/img/dog01.png HTTP/1.1" 200 221158
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:38 +0900] "GET /favicon.ico HTTP/1.1" 404 761
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:44 +0900] "GET /bigdata/board/view.jsp HTTP/1.1" 200 2555
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:42:44 +0900] "GET /bigdata/css/board.css HTTP/1.1" 200 2017
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:44:27 +0900] "GET /bigdata/board/delete.jsp HTTP/1.1" 200 1886
0:0:0:0:0:0:0:1 - - [24/Apr/2020:18:44:27 +0900] "GET /bigdata/css/board.css HTTP/1.1" 304 -
